,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Ndufa4,1.65798520584886e-20,-0.560502280967511,0.964,0.887,5.50069751744475e-16
Tecr,1.66141469890293e-20,-0.682531891655368,0.742,0.736,5.51207554655024e-16
Plcl1,1.66817295760749e-20,-0.35323942548539,0.037,0.16,5.53449742145436e-16
Itga7,1.74125756883875e-20,-0.622451033002197,0.087,0.239,5.77697023613631e-16
Mrpl42,1.75810569675933e-20,0.257521581308283,0.676,0.338,5.83286727013844e-16
Dbp,1.85552184352459e-20,0.353946683486826,0.314,0.083,6.15606482026153e-16
Sri,1.86736014269559e-20,0.305223264106177,0.668,0.34,6.19534074542117e-16
Pld2,1.8708990729905e-20,-0.828324490075655,0.452,0.554,6.20708185446058e-16
Mrps33,1.98425383915046e-20,0.27022035667352,0.882,0.552,6.58315896214949e-16
Prrx1,1.99568537358813e-20,-0.413275988850657,0.044,0.173,6.62108536395333e-16
Eif2b5,2.19273634034131e-20,0.291758813834807,0.394,0.137,7.27484135635038e-16
Aplp2,2.27572539798982e-20,-0.585778849634659,0.727,0.743,7.55017415291083e-16
Ascc3,2.32386571129127e-20,-0.704187084947359,0.196,0.363,7.70988927035105e-16
Cav1,2.36921608748919e-20,0.277937600109767,0.208,0.02,7.86034821346289e-16
Casp6,2.43428780803531e-20,0.271873663173285,0.241,0.038,8.07623666071874e-16
Irak2,2.43993406426389e-20,-0.505989649524048,0.089,0.245,8.09496924500831e-16
Zcchc17,2.72356480585629e-20,0.254666464697291,0.467,0.18,9.03597095638942e-16
Tmem234,2.76010060817673e-20,0.324616588874479,0.747,0.412,9.15718578774792e-16
Mpnd,2.78221040705565e-20,0.287341734457031,0.294,0.07,9.23053946748854e-16
Tead2,2.80503687277549e-20,0.276000263649605,0.174,0.002,9.30627083280723e-16
Rsl1d1,2.8541226194341e-20,0.334831624614994,0.775,0.462,9.46912261449651e-16
Tcp1,2.88496925431289e-20,0.362855818371167,0.808,0.495,9.57146249503387e-16
Ddx5,2.89459918798613e-20,-0.530137115500435,0.949,0.896,9.60341172598158e-16
Socs2,2.9560460407594e-20,-1.05349671844663,0.231,0.396,9.80727394942745e-16
Pithd1,2.99896053465857e-20,0.305325137972087,0.501,0.225,9.94965136583674e-16
Ppan,3.11185562606703e-20,0.252797649949944,0.516,0.223,1.03242034106026e-15
Thbs3,3.12472425310046e-20,0.272446143777333,0.351,0.106,1.03668976545114e-15
Dynlt1f,3.33069122265622e-20,0.250354055248408,0.213,0.023,1.10502342694065e-15
Efhd1,3.58332423672335e-20,-0.282914198736463,0.014,0.108,1.18883948201771e-15
Fez2,3.87067324296411e-20,0.271448347392517,0.572,0.266,1.2841732618182e-15
Agpat3,3.92443196353249e-20,-0.734439303760755,0.384,0.507,1.30200879254118e-15
Dot1l,4.53798535413741e-20,-0.728705958040094,0.159,0.32,1.50556740094217e-15
Htt,4.57345603987362e-20,-0.869100855444983,0.304,0.45,1.51733551034887e-15
Pdk2,4.62463790274596e-20,-0.447670986685101,0.053,0.189,1.53431611699403e-15
Abhd6,4.66544696710087e-20,-0.478946506319475,0.106,0.268,1.54785534027506e-15
Kpnb1,4.69263880913364e-20,0.346124191360825,0.613,0.327,1.55687677770627e-15
Rev3l,4.92360447334961e-20,-0.667610469712144,0.174,0.34,1.6335042561232e-15
Pno1,6.06320993971003e-20,0.255891445865246,0.566,0.261,2.0115911616976e-15
Gpbp1,6.10549813216411e-20,0.273999048841959,0.497,0.216,2.02562111530809e-15
Hnrnpm,6.15556630459152e-20,0.299552165397599,0.753,0.426,2.04223223287433e-15
Trbc2,6.32586508590595e-20,0.511487669113983,0.264,0.056,2.09873225955102e-15
Pea15a,6.6235862044248e-20,-0.819057187837085,0.482,0.588,2.19750719504202e-15
Rpl13-ps3,6.84412023434161e-20,0.414633871091274,0.171,0.002,2.27067377014752e-15
Thsd7a,6.95575955865472e-20,-0.25701415712937,0.023,0.128,2.30771234877488e-15
Pmvk,7.56880429513476e-20,-0.682120462098738,0.193,0.36,2.51110220099686e-15
Gm17455,7.83890159867582e-20,0.266827384978348,0.188,0.011,2.60071238339268e-15
Plod3,7.86698667901908e-20,0.358172885556748,0.757,0.446,2.61003017049816e-15
Arf2,8.17117065112469e-20,0.266278072344952,0.452,0.178,2.71094928692364e-15
Ptges,8.2156517651724e-20,-0.303287081727063,0.017,0.115,2.72570678613125e-15
Paqr7,8.32081212512196e-20,-0.466879855981599,0.077,0.225,2.76059583875171e-15
Egr1,8.58331251447214e-20,0.609815847799474,0.704,0.444,2.84768559292642e-15
Senp1,8.61549797430223e-20,-0.568808020206557,0.148,0.311,2.85836376293425e-15
Tmod1,8.96279369529455e-20,0.306022862702137,0.215,0.027,2.97358606428787e-15
Lfng,9.0650679128824e-20,-0.673419127859237,0.122,0.284,3.00751758145699e-15
Ccl27a,9.17625721953462e-20,0.268346312566494,0.295,0.072,3.044406857725e-15
Polr2c,9.28839736299338e-20,0.255781684179808,0.705,0.365,3.08161159312031e-15
Mfge8,9.48113145689853e-20,-0.605468800359088,0.135,0.297,3.14555498345523e-15
Tmem47,9.51568264286437e-20,-0.815804472084215,0.621,0.628,3.15701803042311e-15
Ptp4a2,9.59190702887339e-20,0.36027742999057,0.639,0.351,3.18230699496932e-15
Gpt2,9.79132654416464e-20,-0.565233700398076,0.077,0.223,3.2484684075575e-15
Ten1,1.0140589438234e-19,0.275858384456936,0.405,0.149,3.36434335792288e-15
Atp2b2,1.01908079097374e-19,-0.310254998579356,0.026,0.135,3.38100434021359e-15
Ppih,1.02672855739337e-19,0.251689012601736,0.284,0.065,3.40637733486398e-15
Chd1,1.06622463198792e-19,0.267824342450678,0.366,0.115,3.53741346154632e-15
Chd9,1.07185155220117e-19,-0.757175108751893,0.31,0.457,3.55608189473782e-15
Psmb7,1.07625302464439e-19,0.285060406215687,0.822,0.489,3.57068465986268e-15
Arrb1,1.09748823327399e-19,-0.504105317944616,0.079,0.225,3.64113671153312e-15
Arpc5l,1.22019714414931e-19,0.250427467171191,0.625,0.302,4.04824806514416e-15
Clns1a,1.26183490840073e-19,0.258770758306894,0.542,0.239,4.18638967560111e-15
Sgms2,1.37294959628012e-19,0.250877053841435,0.307,0.079,4.55503487557855e-15
Tceal8,1.38880244741206e-19,0.272519366806241,0.748,0.412,4.60762987977901e-15
Cttn,1.39300497996662e-19,0.325852996738296,0.74,0.426,4.62157262203525e-15
Eef1akmt4,1.40299676711885e-19,0.262055497080356,0.219,0.029,4.65472237427021e-15
Slc19a2,1.41881547602049e-19,-0.552007034394045,0.089,0.236,4.70720410479319e-15
Mrps5,1.44835230425899e-19,0.260178593321167,0.62,0.306,4.80519843984004e-15
Mfn1,1.45605682727954e-19,-0.83389066745691,0.298,0.439,4.83075973586532e-15
Trim12c,1.50605006905686e-19,-0.334494364621103,0.03,0.144,4.99662231410996e-15
Klhdc7a,1.57313558824382e-19,-0.321495905951362,0.023,0.128,5.21919194111652e-15
Serpina3n,1.67010938639703e-19,-1.03084373331324,0.657,0.739,5.54092191124942e-15
Fnip1,1.85498804259425e-19,-0.582091008027121,0.124,0.279,6.15429382891493e-15
Emc7,1.87621859454923e-19,-0.722030867007773,0.672,0.676,6.22473043113596e-15
Plin3,1.88431203821018e-19,0.264873775750733,0.349,0.11,6.25158204916991e-15
Rnd1,1.89538495402052e-19,-0.481775569147137,0.083,0.234,6.28831866195389e-15
Phkb,1.90886212704215e-19,-0.681073715703701,0.225,0.385,6.33303187888776e-15
Smarcd1,1.98273924642682e-19,0.260682659078568,0.479,0.2,6.57813399787026e-15
Adipor1,2.06933085565205e-19,0.271280179057849,0.569,0.264,6.86541897979679e-15
Pde6d,2.09102340295321e-19,0.253355638943789,0.454,0.176,6.93738834397786e-15
Tsc22d2,2.27286598478065e-19,0.284961506441327,0.414,0.153,7.54068747770677e-15
Arnt2,2.63869430649179e-19,-0.38671225586151,0.069,0.209,8.75439610064782e-15
Myo1e,2.75117760313507e-19,0.308168873334747,0.397,0.146,9.12758193392121e-15
Arhgef40,2.77942681519381e-19,-0.767818078529481,0.259,0.412,9.22130434476849e-15
Iqsec1,2.78531860626279e-19,-0.571683492760739,0.155,0.315,9.24085153999805e-15
Abhd18,2.89563591701118e-19,-0.266855483390289,0.015,0.108,9.60685128186799e-15
Stox2,2.90045361349353e-19,-0.718438345999148,0.239,0.396,9.62283495348748e-15
Prpf4b,3.77505928136774e-19,-0.897893054588806,0.572,0.624,1.25245141777937e-14
Ncam2,4.207564881353e-19,-0.305180426135124,0.05,0.178,1.39594380068648e-14
Fam220a,4.74310175560344e-19,0.31190634925822,0.252,0.047,1.57361886945655e-14
Tst,4.76321264872893e-19,-0.571163849570216,0.166,0.331,1.5802910604688e-14
Eny2,5.19401009273895e-19,0.276634632128319,0.731,0.401,1.723216728468e-14
Atp1b3,5.21086270313873e-19,0.270660228741615,0.572,0.266,1.72880791902034e-14
Crtac1,5.32081183016205e-19,0.281074942327757,0.168,0.005,1.76528574089286e-14
Polr3d,5.3998058052536e-19,0.264827526107267,0.494,0.212,1.79149357200899e-14
Fasn,5.59467616457224e-19,-0.666298013607121,0.27,0.419,1.85614571112013e-14
Fzd3,5.60989162581216e-19,0.278408538920701,0.385,0.14,1.8611937446957e-14
Prxl2a,5.68715129774454e-19,-0.700545187671758,0.585,0.642,1.8868261860527e-14
Eif3f,5.78755429780324e-19,0.428458518089434,0.693,0.441,1.92013688938218e-14
Zfp445,5.91798712649342e-19,-0.734182040782393,0.194,0.349,1.96341058895672e-14
Cflar,5.97485499445465e-19,0.332732384343368,0.708,0.392,1.98227764151022e-14
Spag9,6.02018657614558e-19,-0.786823014345921,0.393,0.514,1.99731730036782e-14
Laptm4a,6.29793122491383e-19,-0.482873388540896,0.931,0.854,2.08946464248966e-14
Elp5,6.35997222294364e-19,0.261340034177285,0.477,0.2,2.11004798440601e-14
Tpmt,6.39539123933729e-19,-0.379413640973549,0.071,0.212,2.12179895147493e-14
Ptp4a1,6.47169939557397e-19,0.341694374560371,0.357,0.11,2.14711570846958e-14
Plod1,6.49616304999494e-19,-0.493129392537644,0.108,0.264,2.15523201509682e-14
Mcfd2,6.78953727527505e-19,0.281429322271399,0.495,0.223,2.252564781818e-14
Rps18-ps3,7.31178902150657e-19,0.395120837330299,0.162,0.002,2.42583224366523e-14
Rrp1,7.63084762924619e-19,0.338226258649899,0.77,0.482,2.53168631795501e-14
Scn1b,7.69161686873939e-19,-0.381623479536119,0.054,0.185,2.55184772854167e-14
Uba2,7.76172769162273e-19,0.272157901136259,0.542,0.261,2.57510839624967e-14
Bcl2l11,8.11807044792483e-19,0.271730690873971,0.237,0.043,2.69333223250802e-14
Arpc4,8.39803601665375e-19,0.268091511242597,0.653,0.336,2.78621640924521e-14
Ecscr,8.53837496186038e-19,0.257102582605564,0.238,0.043,2.83277666109642e-14
Wwtr1,8.55404075536479e-19,-0.775995604133581,0.603,0.649,2.83797410140738e-14
Tle1,8.89422107020074e-19,-0.723430391632467,0.306,0.444,2.9508357244605e-14
Tspan3,8.96510835106713e-19,-0.558354238215076,0.88,0.791,2.97435399763354e-14
Emc10,1.10570091511029e-18,0.335515299783942,0.718,0.385,3.66838392606142e-14
Ube2b,1.18562722199118e-18,0.303750037709576,0.756,0.417,3.93355543440013e-14
Tug1,1.21131469127605e-18,-0.662929676816044,0.237,0.39,4.01877875124654e-14
Cd164,1.26549896263891e-18,0.354294854127826,0.755,0.453,4.19854590834711e-14
Ergic3,1.28865732928277e-18,0.290877741950481,0.709,0.394,4.27537842136146e-14
Dctd,1.32134954759941e-18,0.265738615920228,0.21,0.029,4.38384139407055e-14
Pcyt2,1.48674655417641e-18,-0.624680149408427,0.152,0.313,4.93257904279108e-14
Tmed9,1.61876778950788e-18,0.32418850643211,0.922,0.653,5.37058589525028e-14
Ckap4,1.74013621378916e-18,0.295944910527203,0.523,0.239,5.7732499164883e-14
Tpm3,1.82328290251757e-18,0.344977217579029,0.915,0.671,6.04910568568253e-14
Cystm1,1.89684991556091e-18,0.320329302554363,0.856,0.541,6.29317896485643e-14
Pmpcb,1.96831057686921e-18,0.268162261109056,0.524,0.248,6.53026400087896e-14
Sfxn1,2.01495540407728e-18,0.308833745645595,0.497,0.23,6.68501754410719e-14
Plekhb1,2.02994503421906e-18,-0.765611938279653,0.322,0.473,6.73474864002858e-14
Amd1,2.26357809286216e-18,0.285841103196681,0.481,0.214,7.50987303868879e-14
Ccdc80,2.32965359158486e-18,0.328013324502741,0.41,0.162,7.7290917208011e-14
Fermt2,2.61360033485478e-18,-0.762222622422396,0.518,0.597,8.6711418309477e-14
Nfatc2,2.63887119332588e-18,0.319632445646403,0.197,0.023,8.75498295809726e-14
Pttg1ip,2.80347447979425e-18,-0.672079298420316,0.768,0.739,9.30108728161337e-14
Otub1,2.80524828389456e-18,0.294478892696724,0.626,0.327,9.30697223147698e-14
R3hdm4,2.85021461463603e-18,0.262015710465629,0.409,0.155,9.45615702697794e-14
Tlcd4,2.86615855942754e-18,-0.331536026718288,0.041,0.158,9.50905425261276e-14
Rhoa,2.88579498953669e-18,0.305356050726401,0.941,0.755,9.57420203678589e-14
Rb1cc1,3.00469274353994e-18,-0.709544055972333,0.201,0.356,9.96866911524247e-14
ENSMUSG00000105361,3.04790186642898e-18,-0.979154811296521,0.454,0.581,1.01120240222514e-13
Pcna,3.34837201364235e-18,0.279394544281445,0.572,0.293,1.11088938296612e-13
Clcn3,3.63177469872134e-18,-0.755247641285597,0.306,0.444,1.20491389179478e-13
Serpinb1a,4.08728412265855e-18,0.360154293474685,0.186,0.018,1.35603825337443e-13
Ptch1,4.42718915600641e-18,-0.76530219058279,0.179,0.329,1.46880854628825e-13
Nars,4.42744684970349e-18,0.288640479732954,0.739,0.412,1.46889404132613e-13
Txnl4a,5.01927231522038e-18,0.251145025477951,0.55,0.259,1.66524397602067e-13
Cdc42ep1,5.20541144728041e-18,-0.462294582088914,0.11,0.261,1.72699935586422e-13
Ik,5.3951252269625e-18,0.263522000033859,0.592,0.304,1.78994069654935e-13
Ccl2,5.48550340157221e-18,-1.71634701688928,0.401,0.527,1.81992546353961e-13
Gbx2,5.61228697534081e-18,-0.299474818812202,0.019,0.113,1.86198844980882e-13
Map2,5.73983316758712e-18,-0.73097489371394,0.249,0.396,1.90430445001038e-13
Ch25h,5.96825088589849e-18,0.258926585948093,0.243,0.05,1.98008659641454e-13
Vdac1,5.99277875633563e-18,0.309713098596005,0.872,0.601,1.98822420798947e-13
Hsph1,6.00244344760915e-18,0.278366365680997,0.684,0.381,1.99143066261329e-13
Appl2,6.08054889296293e-18,-0.621148733952299,0.153,0.309,2.01734370621831e-13
Vcp,6.38857802613118e-18,0.331847409368784,0.885,0.635,2.11953853172954e-13
Cerk,6.62341196901428e-18,-0.356283257666519,0.047,0.167,2.19744938895987e-13
Rab29,6.82031076358177e-18,-0.308981131180943,0.031,0.14,2.26277450203352e-13
Grid2,7.14390396151155e-18,-0.257235829070436,0.019,0.113,2.37013301731069e-13
Tagln,7.90319724662503e-18,1.27217451751593,0.267,0.07,2.62204375051279e-13
Rp9,8.45937540660898e-18,0.253486167238666,0.469,0.207,2.80656697865066e-13
Cdc42bpa,8.51125232659199e-18,-0.703099517090258,0.298,0.437,2.82377818439342e-13
Fgd6,9.52334015931722e-18,-0.322104409389253,0.052,0.176,3.15955856465668e-13
Adgrl3,1.02661754496636e-17,-0.691203785285863,0.237,0.385,3.40600902893489e-13
Manea,1.08265109263991e-17,-0.441123912707865,0.091,0.232,3.59191153005144e-13
Gpr146,1.15890031321048e-17,-0.36133340434879,0.05,0.173,3.84488356913843e-13
Ldlr,1.21487855605538e-17,-0.779371018918367,0.237,0.394,4.03060258542494e-13
Pcx,1.23189191806186e-17,-0.311902864146697,0.026,0.126,4.08704781655383e-13
Rgl1,1.23786120200887e-17,-0.636090373606386,0.158,0.306,4.10685210990483e-13
Abcg2,1.34606016051082e-17,-0.375974338149076,0.044,0.162,4.46582379452675e-13
Trps1,1.43449123544645e-17,-0.71977612257687,0.274,0.414,4.75921157184068e-13
Psenen,1.51574697779348e-17,0.281684590328196,0.825,0.495,5.02879374822543e-13
Plcd4,1.51818414026579e-17,-0.644553351487681,0.168,0.32,5.03687952215981e-13
Emc9,1.52767819087253e-17,-0.29124042150725,0.021,0.117,5.0683779338578e-13
Slc35f6,1.5322994327919e-17,-0.593970273636484,0.23,0.381,5.08370982817367e-13
Sod3,1.5850186909804e-17,0.357864742085405,0.394,0.158,5.25861651106566e-13
Tbrg1,1.6148843067394e-17,0.282702528575655,0.852,0.525,5.35770166446932e-13
Mical1,1.65390775034171e-17,-0.414007335610733,0.074,0.207,5.48716974330869e-13
Psmd2,1.74013043618187e-17,0.272233954322274,0.739,0.432,5.77323074812057e-13
Psmb4,1.81147696392705e-17,0.289040668670579,0.877,0.588,6.00993712322078e-13
Bcap31,2.02163685968126e-17,0.285073741822065,0.754,0.432,6.70718460936451e-13
Slitrk2,2.15177117905656e-17,-0.602641941866585,0.113,0.264,7.13893124075595e-13
Gadd45b,2.19130920062542e-17,-1.09141848247589,0.408,0.511,7.27010653491496e-13
Eif3m,2.1929173391514e-17,0.302270368688571,0.722,0.421,7.2754418561026e-13
Tmem106b,2.28375053590397e-17,-0.673184888961794,0.207,0.354,7.57679915296859e-13
Fam204a,2.47311058930947e-17,0.251083903026243,0.55,0.27,8.20503900215202e-13
Itgb1,2.59163341960867e-17,0.361487335130268,0.688,0.423,8.5982621962357e-13
Tsix,3.54549365909708e-17,-0.600404131344949,0.135,0.284,1.17628843127864e-12
Ccnt2,3.91294717188569e-17,-0.690355392447691,0.272,0.419,1.29819848321651e-12
Oaf,4.07903779246465e-17,0.283405424645172,0.379,0.146,1.353302368406e-12
Vsir,4.68947620292276e-17,-0.27528866058959,0.032,0.137,1.55582751984368e-12
Rgs6,4.80243756525048e-17,-0.324204815647157,0.023,0.117,1.59330471102315e-12
Cpeb2,5.06329001890739e-17,-0.527705699082622,0.106,0.245,1.6798477295729e-12
Zkscan3,5.23087460233199e-17,-0.664450319581738,0.23,0.374,1.73544726681568e-12
Fmc1,5.25613145436236e-17,0.257095816511608,0.795,0.473,1.7438267326138e-12
Ncoa7,5.7211057180868e-17,-0.424354430403129,0.053,0.173,1.89809124408966e-12
Lig1,7.03164558505732e-17,0.266787496662912,0.181,0.02,2.33288905575447e-12
Ppargc1a,8.21453063778452e-17,-0.320413779286066,0.022,0.115,2.72533482969777e-12
Nes,8.32642156347153e-17,0.273125398269321,0.645,0.354,2.76245688211295e-12
Medag,8.36104320379391e-17,0.265291046356373,0.213,0.038,2.77394330372271e-12
Mdk,8.95017046009111e-17,-0.732996789688083,0.405,0.52,2.96939805354443e-12
Mal,9.2768154233195e-17,-0.504325852072327,0.067,0.194,3.07776905299471e-12
Tpp1,9.73534088627614e-17,-0.597466899565571,0.241,0.385,3.22989404583984e-12
Dync1i2,1.07576072549745e-16,0.281870524779745,0.765,0.468,3.56905135898288e-12
Nudt4,1.08789521795022e-16,0.389298567227181,0.681,0.439,3.60930996459345e-12
Thbs2,1.16197565392336e-16,-0.626435263476483,0.163,0.318,3.85508662702154e-12
AI506816,1.22957782320803e-16,0.360608562021091,0.319,0.117,4.07937034405729e-12
2810403D21Rik,1.2655315334366e-16,-0.570981040356811,0.057,0.176,4.19865396848262e-12
Rrbp1,1.27842588233403e-16,-0.60577424515598,0.707,0.696,4.2414335498196e-12
Atp6v0b,1.28020620632823e-16,-0.590982790294371,0.823,0.739,4.24734013073517e-12
Itm2c,1.34191710525641e-16,-0.572088137099426,0.834,0.793,4.45207838010921e-12
Slc12a9,1.55494276791701e-16,-0.536348173639578,0.134,0.279,5.15883362111828e-12
Mcl1,1.9602204081535e-16,-0.574496962312858,0.657,0.691,6.50342324813087e-12
Chst1,2.1231306973262e-16,-0.319214949842788,0.032,0.135,7.04391071451914e-12
Ifitm2,2.13639519004422e-16,0.378895891182135,0.387,0.16,7.08791832200971e-12
Mvd,2.20273219927374e-16,-0.537782266392052,0.098,0.236,7.30800461753048e-12
Ubr5,2.38369889334167e-16,-0.71771967500774,0.373,0.482,7.90839781843965e-12
Clip3,2.62601865941149e-16,-0.852641162846455,0.297,0.423,8.7123421063295e-12
Lmbrd1,2.9274793455806e-16,-0.669311765570923,0.4,0.495,9.71249822483275e-12
Lnpep,3.01685985017646e-16,-0.692085305667886,0.271,0.405,1.00090359249304e-11
Adgrb1,3.27444479198264e-16,-0.490870337382191,0.068,0.191,1.08636254863608e-11
Nutf2,3.48877575954186e-16,0.259897384035168,0.157,0.011,1.1574711337432e-11
Dhrs1,3.75746359677136e-16,0.371488074760263,0.949,0.734,1.24661369750083e-11
Ppp3ca,4.34382635073032e-16,0.336993266631398,0.801,0.534,1.4411512683818e-11
Ralgds,4.47232389669695e-16,-0.655030098222944,0.183,0.329,1.48378289920715e-11
Irf2,4.89110883718704e-16,-0.727649523674103,0.228,0.365,1.62272317891354e-11
Tmbim6,4.90246084041773e-16,-0.506437375248513,0.874,0.779,1.62648943302539e-11
Fam168a,5.3110784323226e-16,-0.621915130418013,0.208,0.345,1.76205649149167e-11
Lgals8,5.64667708264461e-16,-0.48317523611756,0.145,0.288,1.873398055709e-11
Scand1,6.71057354823245e-16,0.30748797794413,0.542,0.293,2.22636698609708e-11
Pde1b,6.84224591945977e-16,-0.413622589001665,0.053,0.169,2.27005192869917e-11
Astn1,7.11756270474102e-16,-0.443089068423144,0.081,0.209,2.36139377855193e-11
Frmd4a,7.74590091055774e-16,-0.778261133503042,0.477,0.556,2.56985754509574e-11
Srp54c,8.76342373072177e-16,0.277713253542853,0.151,0.009,2.90744109114156e-11
Klhl5,8.8988095685434e-16,-0.557791761857645,0.113,0.248,2.95235805055564e-11
Adam15,9.28182105243813e-16,-0.711434948460658,0.315,0.448,3.0794297705674e-11
Rusc2,9.60687112571882e-16,-0.442768896772934,0.086,0.216,3.18727163337973e-11
Zfhx4,9.84398597918057e-16,-0.323755363967272,0.035,0.135,3.26593922831274e-11
Zc3h12c,1.04091204881131e-15,-0.429109690833187,0.08,0.205,3.45343390434128e-11
Nisch,1.06824980148891e-15,-0.619005198327066,0.621,0.637,3.54413236639977e-11
Ncoa1,1.24241494388443e-15,-0.541469397567746,0.14,0.279,4.12196005932536e-11
Hdlbp,1.33756738141283e-15,0.258837661438674,0.57,0.313,4.43764730131333e-11
Vstm4,1.43593251291809e-15,-0.439317657724067,0.068,0.189,4.76399329810834e-11
Rdh10,1.47816303390519e-15,0.309881698839371,0.246,0.068,4.90410149758724e-11
